name,providerCode,phoneNumber,address,streetAddress1,streetAddress2,city,state,zipCode,country,status,latitude,longitude,createdAt,updatedAt
Larysa Vitovska,larysa-vitovska,646-339-8657,"6 Chestnut Ridge Road, Montvale, NJ, 07645, USA",6 Chestnut Ridge Road,,Montvale,NJ,07645,USA,Active,41.0475125,-74.0721495,2025-10-18T00:04:13.000Z,2025-10-18T00:04:13.000Z
Peaches + Co,peaches-co,(631) 220-0099,"35 Durbin Station Court, St. Johns, FL, 32259, USA",35 Durbin Station Court,,St. Johns,FL,32259,USA,Active,30.08582539999999,-81.5362463,2025-10-18T00:04:14.000Z,2025-10-18T00:04:14.000Z
Sole + Luna Wellness,sole-luna-wellness,224-505-5990,"1015 Tower Ct, Winnetka, IL, 60093, USA",1015 Tower Ct,,Winnetka,IL,60093,USA,Active,42.116076,-87.742376,2025-10-18T00:04:14.000Z,2025-10-18T00:04:14.000Z
Tawni Dillon Esthetics,tawni-dillon-esthetics,+1 (425) 345-2264,"18205 Alderwood Mall Pkwy , suite A #807, Lynnwood, WA, 98037, USA",18205 Alderwood Mall Pkwy ,suite A #807,Lynnwood,WA,98037,USA,Active,47.8334327,-122.2673936,2025-10-18T00:04:14.000Z,2025-10-18T00:04:14.000Z
The Page Perfect Clinic,the-page-perfect-clinic,+17742310222,"425 Ena Rd C701, Honolulu, HI, 96815, USA",425 Ena Rd C701,,Honolulu,HI,96815,USA,Active,21.2862258,-157.8358039,2025-10-18T00:04:15.000Z,2025-10-18T00:04:15.000Z
The Wellness Lab,the-wellness-lab,508-251-9533,"244 Commercial Street, Provincetown, MA, 02657, USA",244 Commercial Street,,Provincetown,MA,02657,USA,Active,42.0505035,-70.1880109,2025-10-18T00:04:15.000Z,2025-10-18T00:04:15.000Z
Crafted Beauty,crafted-beauty,509-443-3594,"510 West Riverside Ave , Suite 100, Spokane, WA, 99201, USA",510 West Riverside Ave ,Suite 100,Spokane,WA,99201,USA,Active,47.65822319999999,-117.4201137,2025-10-18T00:04:15.000Z,2025-10-18T00:04:15.000Z
Evolution Lash Studio & Spa,evolution-lash-studio-spa,732-921-7257,"2153 NJ-35, #5, Sea Girt, NJ, 08750, USA",2153 NJ-35,#5,Sea Girt,NJ,08750,USA,Active,40.139244,-74.062474,2025-10-18T00:04:16.000Z,2025-11-01T03:44:27.000Z
Robb Facial Plastic Surgery,robb-facial-plastic-surgery,14042908274,"950 North Point Parkway, , Suite 400, Alpharetta, GA, 30005, USA","950 North Point Parkway, ",Suite 400,Alpharetta,GA,30005,USA,Active,34.0792746,-84.2595777,2025-10-18T00:04:16.000Z,2025-10-18T00:04:16.000Z
WestEnd MedSpa,westend-medspa,(970) 429-8243,"220 West Main Street, , Suite 202, Aspen, CO, 81611, USA","220 West Main Street, ",Suite 202,Aspen,CO,81611,USA,Active,39.1920514,-106.8245011,2025-10-18T00:04:16.000Z,2025-10-18T00:04:16.000Z
Artisan of Skin,artisan-of-skin,(424) 280-6221,"421 N Rodeo Dr , Suite A1, Beverly Hills, CA, 90210, USA",421 N Rodeo Dr ,Suite A1,Beverly Hills,CA,90210,USA,Active,34.0695803,-118.4038048,2025-10-18T00:04:17.000Z,2025-10-20T17:49:26.000Z
Beauty by Tifini,beauty-by-tifini,714-244-6160,"16111 Bolsa Chica St , Suite A1, Huntington Beach, CA, 92647, USA",16111 Bolsa Chica St ,Suite A1,Huntington Beach,CA,92647,USA,Active,33.7281937,-118.0419537,2025-10-18T00:04:17.000Z,2025-10-18T00:04:17.000Z
Dr. Anna Land,dr-anna-land,5852814589,"7020 BERRY FARMS CROSSING, , STE 100, FRANKLIN, TN, 37064, USA","7020 BERRY FARMS CROSSING, ",STE 100,FRANKLIN,TN,37064,USA,Active,35.8637258,-86.84175309999999,2025-10-18T00:04:18.000Z,2025-10-18T00:04:18.000Z
Healthxchange Group,healthxchange-group,(720) 541-8296,"6 Hyperion Trade Park, Reading, Berkshire, RG2 0GH, UK",6 Hyperion Trade Park,,Reading,Berkshire,RG2 0GH,UK,Active,51.4304298,-0.9776493999999999,2025-10-18T00:04:18.000Z,2025-10-18T00:04:18.000Z
MedLounge San Ramon,medlounge-san-ramon,925-817-8186,"181 Market PL, San Ramon, CA, 94583, USA",181 Market PL,,San Ramon,CA,94583,USA,Active,37.7633819,-121.9525113,2025-10-18T00:04:18.000Z,2025-10-18T00:04:18.000Z
Regenerative Skin,regenerative-skin,214-556-2929,"1915 Mann Pkwy, Celina, TX, 75009, USA",1915 Mann Pkwy,,Celina,TX,75009,USA,Active,33.3235208,-96.7080494,2025-10-18T00:04:19.000Z,2025-10-18T00:04:19.000Z
SkinBody Memphis,skinbody-memphis,9018713376,"717 S. White Station Rd., , Unit 2, Memphis, TN, 38117, USA","717 S. White Station Rd., ",Unit 2,Memphis,TN,38117,USA,Active,35.1110298,-89.8887755,2025-10-18T00:04:19.000Z,2025-10-18T00:04:19.000Z
The Beauty Icon Medspa,the-beauty-icon-medspa,929-545-6251,"7244 Main Street, Flushing, NY, 11367, USA",7244 Main Street,,Flushing,NY,11367,USA,Active,40.725509,-73.82147909999999,2025-10-18T00:04:19.000Z,2025-10-18T00:04:19.000Z
The Lip Loft,the-lip-loft,617-299-0440,"0 Governors Ave, , Suite 38, Medford, MA, 02155, USA","0 Governors Ave, ",Suite 38,Medford,MA,02155,USA,Active,42.4190641,-71.1118484,2025-10-18T00:04:20.000Z,2025-10-18T00:04:20.000Z
Alive and Well - Austin,alive-and-well-austin,(512) 580-5775,"3944 Ranch Rd 620 S , bldg 6 ste 100, Bee Cave, TX, 78738, USA",3944 Ranch Rd 620 S ,bldg 6 ste 100,Bee Cave,TX,78738,USA,Active,30.3088687,-97.9473793,2025-10-18T00:04:20.000Z,2025-10-18T00:04:20.000Z
Kate Avenali,kate-avenali,1-860-707-6099,"836 E Broadway, Milford, CT, 06460, USA",836 E Broadway,,Milford,CT,06460,USA,Active,41.205104,-73.062603,2025-10-18T00:04:21.000Z,2025-10-18T00:04:21.000Z
Glo Derma Aesthetics & Wellness,glo-derma-aesthetics-wellness,267-399-3456,"204 Floral Vale Blvd, Yardley, PA, 19067, USA",204 Floral Vale Blvd,,Yardley,PA,19067,USA,Active,40.2189609,-74.88374329999999,2025-10-18T00:04:21.000Z,2025-10-29T17:28:06.000Z
Greenwich Street Aesthetics,greenwich-street-aesthetics,212-245-2499,"497 Greenwich Street, Suite 8, New York, NY, 10013, USA",497 Greenwich Street,Suite 8,New York,NY,10013,USA,Active,40.7253596,-74.0090077,2025-10-18T00:04:21.000Z,2025-10-28T19:48:10.000Z
Aesthetic Plastic Surgery Associates,aesthetic-plastic-surgery-associates,865-588-2570,"801 Weisgarber Road, , Suite 500, Knoxville, TN, 37909, USA","801 Weisgarber Road, ",Suite 500,Knoxville,TN,37909,USA,Active,35.9400042,-84.0113305,2025-10-18T00:04:22.000Z,2025-10-18T00:04:22.000Z
Gorin Plastic Surgery & MedSpa,gorin-plastic-surgery-and-medspa,503-692-7222,"6464 SW Borland Road , Suite B1, Tualatin, OR, 97062, USA",6464 SW Borland Road ,Suite B1,Tualatin,OR,97062,USA,Active,45.376106,-122.7428779,2025-10-18T00:04:22.000Z,2025-10-18T00:04:22.000Z
Opulence Glamour Skin Clinic,opulence-glamour-skin-clinic,2129207192,"7506 Metropolitan Avenue, Middle Village, NY, 11379, USA",7506 Metropolitan Avenue,,Middle Village,NY,11379,USA,Active,40.7128221,-73.8774449,2025-10-18T00:04:22.000Z,2025-10-18T00:04:22.000Z
Refined Beauty Aesthetics,refined-beauty-aesthetics,2535696554,"27971 SR 410 E, Buckley, WA, 98321, USA",27971 SR 410 E,,Buckley,WA,98321,USA,Active,47.1602819,-122.0566305,2025-10-18T00:04:23.000Z,2025-10-18T00:04:23.000Z
Sioux Valley Family Health,sioux-valley-family-health,(712) 229-5828,"115 E. Maple St, Cherokee, IA, 51012, USA",115 E. Maple St,,Cherokee,IA,51012,USA,Active,42.74858860000001,-95.55051309999999,2025-10-18T00:04:23.000Z,2025-10-18T00:04:23.000Z
Skin Beautiful RX,skin-beautiful-rx,(443) 365-1977,"180 West Olentangy St. , Ste. C, Powell, OH, 43065, USA",180 West Olentangy St. ,Ste. C,Powell,OH,43065,USA,Active,40.1584528,-83.0814518,2025-10-18T00:04:24.000Z,2025-10-18T00:04:24.000Z
The Clean Esthetics,the-clean-esthetics,(206) 530-1317,"5335 Ballard Ave NW , #212, Seattle, WA, 98107, USA",5335 Ballard Ave NW ,#212,Seattle,WA,98107,USA,Active,47.66715019999999,-122.3842501,2025-10-18T00:04:24.000Z,2025-10-18T00:04:24.000Z
The Face Lab,the-face-lab,606-413-0180,"311 Main St, Williamsburg, KY, 40769, USA",311 Main St,,Williamsburg,KY,40769,USA,Active,36.7423998,-84.1600067,2025-10-18T00:04:24.000Z,2025-12-17T23:33:19.000Z
Your Honest Glow,your-honest-glow,6363580695,"75634 Bayley Place, Yulee, FL, 32097, USA",75634 Bayley Place,,Yulee,FL,32097,USA,Active,30.5977542,-81.6892415,2025-10-18T00:04:25.000Z,2025-10-18T00:04:25.000Z
Metropolis Dermatology - Brentwood,metropolis-dermatology-brentwood,424-243-7668,"11645 WIlshire Blvd , Ste 900, Los Angeles, CA, 90025, USA",11645 WIlshire Blvd ,Ste 900,Los Angeles,CA,90025,USA,Active,34.0502548,-118.4603285,2025-10-18T00:04:25.000Z,2025-10-18T00:04:25.000Z
Art of Skin Care,art-of-skin-care,+1 530-241-4400,"7273 14th Ave , STE 140, Sacramento, CA, 95820, USA",7273 14th Ave ,STE 140,Sacramento,CA,95820,USA,Active,38.5401877,-121.4189816,2025-10-18T00:04:26.000Z,2025-10-18T00:04:26.000Z
Duluth Med Spa,duluth-med-spa,2187212328,"1017 West Central Entrance, , Suite B, Duluth, MN, 55811, USA","1017 West Central Entrance, ",Suite B,Duluth,MN,55811,USA,Active,46.8038746,-92.1508798,2025-10-18T00:04:26.000Z,2025-10-18T00:04:26.000Z
NexGen Aesthetic Institute,nexgen-aesthetic-institute,6157070888,"1624 Westgate Cir., , Ste. 150, Brentwood, TN, 37027, USA","1624 Westgate Cir., ",Ste. 150,Brentwood,TN,37027,USA,Active,35.9701899,-86.80336439999999,2025-10-18T00:04:26.000Z,2025-10-18T00:04:26.000Z
Amplified Beauty,amplified-beauty,602-405-6046,"10752 N 89th Pl , Unit C-231, Scottsdale, AZ, 85260, USA",10752 N 89th Pl ,Unit C-231,Scottsdale,AZ,85260,USA,Active,33.5847833,-111.8885997,2025-10-18T00:04:27.000Z,2025-10-18T00:04:27.000Z
Salinas Valley Medical Aesthetics,salinas-valley-medical-aesthetics,831-975-4175,"30 Central Ave, Salinas, CA, 93901, USA",30 Central Ave,,Salinas,CA,93901,USA,Active,36.676953,-121.6569689,2025-10-18T00:04:27.000Z,2025-10-18T00:04:27.000Z
Botanical Beauty & Co.,botanical-beauty-co,508-939-4367,"10 N Summer St, Edgartown, MA, 02539, USA",10 N Summer St,,Edgartown,MA,02539,USA,Active,41.3896823,-70.5123758,2025-10-18T00:04:27.000Z,2025-10-22T00:54:17.000Z
Serene Esthetics,serene-esthetics,831-206-3253,"78 W Alisal Street, Salinas, CA, 93901, USA",78 W Alisal Street,,Salinas,CA,93901,USA,Active,36.6736835,-121.6565907,2025-10-18T00:04:28.000Z,2025-11-11T03:06:30.000Z
The L.A. Facialist,the-la-facialist,310-739-9997,"441 N Bedford Dr, Beverly Hills, CA, 90210, USA",441 N Bedford Dr,,Beverly Hills,CA,90210,USA,Active,34.0684976,-118.4058747,2025-10-18T00:04:28.000Z,2025-10-18T00:04:28.000Z
Art of the Arch Aesthetics,art-of-the-arch-aesthetics,973-715-5152,"221 Sherman Ave, Berkeley Heights, NJ, 07922, USA",221 Sherman Ave,,Berkeley Heights,NJ,07922,USA,Active,40.6835033,-74.4401699,2025-10-18T00:04:29.000Z,2025-11-01T03:33:22.000Z
Aurora Beauty Lounge,aurora-beauty-lounge,907-299-3102,"601 E Pioneer Ave , Ste 213, Homer, AK, 99603, USA",601 E Pioneer Ave ,Ste 213,Homer,AK,99603,USA,Active,59.64794819999999,-151.5288261,2025-10-18T00:04:29.000Z,2025-10-18T00:04:29.000Z
Evolution Medspa,evolution-medspa,201-306-4613,"240 Park Ave, Rutherford, NJ, 07071, USA",240 Park Ave,,Rutherford,NJ,07071,USA,Active,40.8248842,-74.11119149999999,2025-10-18T00:04:29.000Z,2025-10-18T00:04:29.000Z
Facelogic Spa Upland,facelogic-spa-upland,9099490385,"1365 E 19th Street, , Ste. C, Upland, CA, 91784, USA","1365 E 19th Street, ",Ste. C,Upland,CA,91784,USA,Active,34.1330545,-117.6313369,2025-10-18T00:04:30.000Z,2025-10-18T00:04:30.000Z
The Heights Plastic Surgery Med Spa,the-heights-plastic-surgery-med-spa,210-201-4114,"156 West Sunset Road , Suite 202, San Antonio, TX, 78209, USA",156 West Sunset Road ,Suite 202,San Antonio,TX,78209,USA,Active,29.5064866,-98.4685138,2025-10-18T00:04:30.000Z,2025-10-18T00:04:30.000Z
Hartwater Aesthetics,hartwater-aesthetics,(469) 757-7870,"7200 W University Dr, , Ste 110, McKinney, TX, 75071, USA","7200 W University Dr, ",Ste 110,McKinney,TX,75071,USA,Active,33.2199873,-96.7112018,2025-10-18T00:04:30.000Z,2025-10-18T00:04:30.000Z
PrimeCare Medspa,primecare-medspa,540-786-1200,"9759 Courthouse Rd, Spotsylvania Courthouse, VA, 22553, USA",9759 Courthouse Rd,,Spotsylvania Courthouse,VA,22553,USA,Active,38.2322529,-77.5598024,2025-10-18T00:04:31.000Z,2025-11-13T03:08:24.000Z
Arlani Integrative Medicine and Med Spa,arlani-integrative-medicine-medspa,801-716-1007,"244 W Vine St , Unit 232, Murray, UT, 84107, USA",244 W Vine St ,Unit 232,Murray,UT,84107,USA,Active,40.6612681,-111.8984222,2025-10-18T00:04:31.000Z,2025-10-22T00:50:57.000Z
Aspen Dermatology (Spring St),aspen-dermatology-spring-st,(970) 926-9226,"300 S Spring St, , Ste #103, Aspen, CO, 81611, USA","300 S Spring St, ",Ste #103,Aspen,CO,81611,USA,Active,39.1880763,-106.8160801,2025-10-18T00:04:32.000Z,2025-10-18T00:04:32.000Z
Mays Plastic Surgery,mays-plastic-surgery,5025766918,"4111 Oechsli Ave, Louisville, KY, 40207, USA",4111 Oechsli Ave,,Louisville,KY,40207,USA,Active,38.254729,-85.6456347,2025-10-18T00:04:32.000Z,2025-10-18T00:04:32.000Z
Sinder Haus Body & Boutique,sinder-haus-body-boutique,856-745-9620,"60 E Main St, Marlton, NJ, 08053, USA",60 E Main St,,Marlton,NJ,08053,USA,Active,39.8907704,-74.91759809999999,2025-10-18T00:04:32.000Z,2025-11-01T03:51:09.000Z
The Spa Face and Body,the-spa-face-and-body,812-881-5901,"1113 15th Street, Lawrenceville, IL, 62439, USA",1113 15th Street,,Lawrenceville,IL,62439,USA,Active,38.7252833,-87.6876441,2025-10-18T00:04:33.000Z,2025-10-18T00:04:33.000Z
Best Aesthetics LLC,best-aesthetics-llc,434-231-5599,"2486 Rivermont Ave, Suite 203, Lynchburg, VA, 24503, USA",2486 Rivermont Ave,Suite 203,Lynchburg,VA,24503,USA,Active,37.4351516,-79.1707824,2025-10-23T22:37:38.000Z,2025-10-29T17:44:25.000Z
Davis Cosmetic Plastic Surgery - Cherry Hill,davis-cosmetic-plastic-surgery-cherry-hill,856-424-1700,"1916 Marlton Pike, Suite 1, Cherry Hill Township, NJ, 08003, USA",1916 Marlton Pike,Suite 1,Cherry Hill Township,NJ,08003,USA,Active,39.9027989,-74.9648757,2025-10-23T22:50:24.000Z,2025-10-23T22:50:24.000Z
Vitality Medical Aesthetics,vitality-medical-aesthetics,407-315-1089,"1318 N Mills Ave, Orlando, FL, 32803, USA",1318 N Mills Ave,,Orlando,FL,32803,USA,Active,28.562594,-81.3646754,2025-10-23T23:21:04.000Z,2025-10-23T23:21:04.000Z
Skin & Sugar Co - Powell,skin-sugar-powell,614-601-1184,"16 Crossing St, Unit C, Powell, OH, 43065, USA",16 Crossing St,Unit C,Powell,OH,43065,USA,Active - Non-accruing,40.1579284,-83.0785903,2025-10-24T02:01:46.000Z,2025-10-24T02:01:46.000Z
Dra. Maria Lozada - Ozone Clinic Condesa Branch,dra-maria-lozada-ozone-clinic-condesa-branch,55-8488-9302,"Jojutla Street 53-A, Condesa Neighborhood, Cuauhtémoc, DF, CP, 6140, MEXICO",Jojutla Street 53-A,Condesa Neighborhood,"Cuauhtémoc, DF",CP,6140,MEXICO,Active - Non-accruing,19.412971,-99.175522,2025-10-24T02:01:46.000Z,2025-10-24T02:01:46.000Z
Body Preserve,body-preserve,480-452-6229,"3200 N Hayden Rd, ste 275, Scottsdale, AZ, 85251, USA",3200 N Hayden Rd,ste 275,Scottsdale,AZ,85251,USA,Active,33.4845402,-111.9098849,2025-10-24T02:01:47.000Z,2025-10-24T02:01:47.000Z
Raquel Sarfati Skin Studio,raquel-sarfati-skin-studio,55-5540-6367,"Monte Everest 635 Piso 2, Lomas de Chapultepec, Mexico City, CDMX, 11000, MEXICO",Monte Everest 635 Piso 2,Lomas de Chapultepec,Mexico City,CDMX,11000,MEXICO,Active - Non-accruing,19.4191984,-99.2155366,2025-10-24T02:01:47.000Z,2025-10-24T02:01:47.000Z
Dra. Maria Lozada - Ozone Clinic Rome Branch,dra-maria-lozada-ozone-clinic-rome-branch,55-8488-9302,"Guanajuato Street 100, Third Floor, Roma District, Cuauhtémoc, DF, CP, 6700, MEXICO","Guanajuato Street 100, Third Floor",Roma District,"Cuauhtémoc, DF",CP,6700,MEXICO,Active - Non-accruing,19.4168201,-99.1588262,2025-10-24T02:01:46.000Z,2025-10-24T02:01:46.000Z
The Pink House,the-pink-house,(850) 419-4186,"760 A Baldwin Ave, Defuniak Springs, Florida, 32435, USA",760 A Baldwin Ave,,Defuniak Springs,Florida,32435,USA,Active,30.720491,-86.113625,2025-10-24T02:01:47.000Z,2025-10-24T02:01:47.000Z
Skin Deep by Ash,skin-deep-by-ash,(916) 502-2864,"130 Diamond Creek Place, Suite 2, Roseville, CA, 95747, USA",130 Diamond Creek Place,Suite 2,Roseville,CA,95747,USA,Active,38.7988975,-121.3331427,2025-10-24T02:01:47.000Z,2025-10-24T02:01:47.000Z
Wildflower Beauty Bar - Chandler,wildflower-beauty-bar-chandler,480-662-3313,"4050 S Arizona Avenue, Suite L2, Chandler, AZ, 85248, USA",4050 S Arizona Avenue,Suite L2,Chandler,AZ,85248,USA,Active,33.2460198,-111.8431165,2025-10-24T02:01:48.000Z,2025-10-28T22:34:33.000Z
Esthetika MedSpa & Laser Center - by Ageless Las Vegas,esthetika-medspa-laser-center,702-625-5688,"2960 Sunridge Heights Pkwy, Suite 200, Henderson, NV, 89052, USA",2960 Sunridge Heights Pkwy,Suite 200,Henderson,NV,89052,USA,Active,35.9919888,-115.1178752,2025-10-24T02:01:48.000Z,2025-10-28T22:51:45.000Z
The Derm Project,the-derm-project,346-724-4041,"9010 Sienna Crossing Dr., #100, Missouri City, TX, 77459, USA",9010 Sienna Crossing Dr.,#100,Missouri City,TX,77459,USA,Active,29.5367738,-95.5336904,2025-10-24T02:01:48.000Z,2025-10-24T02:01:48.000Z
Kyraskin,kyraskin,484-763-0395,"1040 S Cedar Crest Blvd, Allentown, PA, 18103, USA",1040 S Cedar Crest Blvd,,Allentown,PA,18103,USA,Active,40.5736998,-75.5199133,2025-10-24T02:01:48.000Z,2025-10-29T17:12:05.000Z
Element Medical Aesthetics,element-medical-aesthetics,203-594-1907,"80 Main Street, New Canaan, CT, 6840, USA",80 Main Street,,New Canaan,CT,6840,USA,Active,41.1481757,-73.4925616,2025-10-24T02:01:49.000Z,2025-10-24T02:01:49.000Z
Lotus Wellness Aesthetics,lotus-wellness-aesthetics,678-542-5427,"175 Carnegie Pl, Fayetteville, Georgia, 30214, USA",175 Carnegie Pl,,Fayetteville,Georgia,30214,USA,Active,33.5075323,-84.42822509999999,2025-10-24T02:01:49.000Z,2025-10-24T02:01:49.000Z
FACE Colorado,face-colorado,970-515-7878,"4395 Ledge Rock Dr, Suite 140 (BluSky Salon Suites), Johnstown, CO, 80534, USA",4395 Ledge Rock Dr,Suite 140 (BluSky Salon Suites),Johnstown,CO,80534,USA,Active,40.33448,-104.96803,2025-10-24T02:01:49.000Z,2025-10-29T19:20:54.000Z
Neuskin Esthetics,neuskin-esthetics,831-970-6319,"479 Malorie Wy, Hollister, CA, 95023, USA",479 Malorie Wy,,Hollister,CA,95023,USA,Active,36.8565105,-121.3563095,2025-10-24T02:01:50.000Z,2025-10-24T02:01:50.000Z
Aizza Aesthetics LLC,aizza-aesthetics-llc,707-319-2925,"1034 Second St, Unit B, Lafayette, CA, 94549, USA",1034 Second St,Unit B,Lafayette,CA,94549,USA,Active,37.8938999,-122.1133447,2025-10-24T02:01:51.000Z,2025-10-24T02:01:51.000Z
Lifted Lounge,lifted-lounge,559-285-5769,"7940 N Maple Ave, Suite 112, Fresno, CA, 93720, USA",7940 N Maple Ave,Suite 112,Fresno,CA,93720,USA,Active,36.8514971,-119.7468186,2025-10-24T02:01:51.000Z,2025-10-24T02:01:51.000Z
Pretty Please Aesthetics - Roseville,pretty-please-aesthetics-roseville,(916) 899-4707,"1895 E Roseville Pkwy, Ste 100, Roseville, CA, 95661, USA",1895 E Roseville Pkwy,Ste 100,Roseville,CA,95661,USA,Active - Non-accruing,38.7322497,-121.2265696,2025-10-24T02:01:52.000Z,2025-10-24T02:01:52.000Z
Vanity Compound,vanity-compound,714-227-4459,"16400 Pacific Coast Hwy, Suite #100, Huntington Beach, CA, 92648, USA",16400 Pacific Coast Hwy,Suite #100,Huntington Beach,CA,92648,USA,Active,33.72421690000001,-118.0762392,2025-10-24T02:01:51.000Z,2025-10-24T02:01:51.000Z
AM Beauty HI,am-beauty-hi,808-204-4860,"3160 Waialae AVE, #220, Honolulu, HI, 96816, USA",3160 Waialae AVE,#220,Honolulu,HI,96816,USA,Active - Non-accruing,21.2881162,-157.8086903,2025-10-24T02:01:54.000Z,2025-10-24T02:01:54.000Z
Edmonds Skincare Clinic,edmonds-skin-care-clinic,425-672-1333,"21727 76th Ave W, Suite F, Edmonds, WA, 98026, USA",21727 76th Ave W,Suite F,Edmonds,WA,98026,USA,Active - Non-accruing,47.801886,-122.3347802,2025-10-24T02:01:52.000Z,2025-10-24T02:01:52.000Z
KHLAI MEDICAL,khlai-medical,808-365-4428,"120 KEAWE STREET, SUITE 204D, Hilo, HI, 96720, USA",120 KEAWE STREET,SUITE 204D,Hilo,HI,96720,USA,Active - Non-accruing,19.7254957,-155.0878054,2025-10-24T02:01:55.000Z,2025-10-24T02:01:55.000Z
Skin & Sugar Co - Gahanna,skin-sugar-gahanna,614-601-1184,"63 Mill St, Gahanna, OH, 43230, USA",63 Mill St,,Gahanna,OH,43230,USA,Active - Non-accruing,40.0192793,-82.8798454,2025-10-24T02:01:46.000Z,2025-10-24T02:01:46.000Z
Renew Health & Aesthetics,renew-health-aesthetics,808-650-5108,"872 Kolu St., Ste. 102, Wailuko, HI, 96793, USA",872 Kolu St.,Ste. 102,Wailuko,HI,96793,USA,Active,20.9032704,-156.4883646,2025-10-24T02:01:54.000Z,2025-10-24T02:01:54.000Z
Sensei Health,sensei-health,808-727-8346,"75-170 Hualalai Rd, Suite 203, Kailua-Kona, HI, 96749, USA",75-170 Hualalai Rd,Suite 203,Kailua-Kona,HI,96749,USA,Active - Non-accruing,19.6370919,-155.9890057,2025-10-24T02:01:54.000Z,2025-10-24T02:01:54.000Z
Aloha Aesthetics MD LLC,aloha-aesthetics-md,808-302-1425,"3221 Waialae Ave, Ste 386, Honolulu, HI, USA",3221 Waialae Ave,Ste 386,Honolulu,HI,,USA,Active - Non-accruing,21.2868477,-157.8074992,2025-10-24T02:01:55.000Z,2025-10-24T02:01:55.000Z
Legance Esthetics,legance-esthetics,808-721-0957,"379 Kamehameha Hwy, (Beauty Room 2), Pearl City, HI, 96782, USA",379 Kamehameha Hwy,(Beauty Room 2),Pearl City,HI,96782,USA,Active - Non-accruing,21.3877028,-157.9564383,2025-10-24T02:01:53.000Z,2025-10-24T02:01:53.000Z
XUNA Aesthetics,xuna-aesthetics,707-999-3075,"785 Alamo Drive, Suite 130, Vacaville, CA, 95688, USA",785 Alamo Drive,Suite 130,Vacaville,CA,95688,USA,Active,38.3493572,-121.9995092,2025-10-24T02:01:50.000Z,2025-11-11T03:04:38.000Z
Minimalist Skin Therapy,minimalist-skin-therapy,832-795-5032,"11619C Spring Cypress Rd, Suite #11, Tomball, TX, 77377, USA",11619C Spring Cypress Rd,Suite #11,Tomball,TX,77377,USA,Active,30.0116524,-95.60009830000001,2025-10-24T02:01:53.000Z,2025-10-24T02:01:53.000Z
Spa at the Palms,spa-at-the-palms,702-862-9382,"4321 W. Flamingo Rd, Las Vegas, NV, 89103, USA",4321 W. Flamingo Rd,,Las Vegas,NV,89103,USA,Active - Non-accruing,36.1140617,-115.1928992,2025-10-24T02:01:59.000Z,2025-12-03T23:21:13.000Z
Vita Nova Aesthetics,vita-nova-aesthetics,808-280-7239,"100 Kanoa St, Wailuku, HI, 96793, USA",100 Kanoa St,,Wailuku,HI,96793,USA,Active - Non-accruing,20.8871775,-156.4984666,2025-10-24T02:01:57.000Z,2025-10-24T02:01:57.000Z
