name,address_line_1,address_line_2,city,state,zip,location,customer_class,loyalty,grade,national_account,national_account_id,phone,website,latitude,longitude
Kopper Aesthetics,1041 3rd Avenue,,Windom,MN,56101,"1041 3rd Avenue, Windom, MN 56101",MEDICALSPA,NONE,N,,,(507) 407-6626,https://www.kopperaesthetics.com/aboutus,43.867219,-95.116009
Massage Envy - Woodbury - 19-0047,"572 Commons Drive, Suite 400",,Woodbury,MN,55125,"572 Commons Drive, Suite 400, Woodbury, MN 55125",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,44.939981,-92.932791
Restore Hyper Wellness-Woodbury-MN001,720 Commons Dr,Unit 140,Woodbury,MN,55125,"720 Commons Dr, Woodbury, MN 55125",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,,https://restore.com,44.938561,-92.93295
Honey Glow Aesthetics,103 W Ohio St,,Butler,MO,64730,"103 W Ohio St, Butler, MO 64730",MEDICALSPA,NONE,U,,,(660) 464-0966,,38.258382,-94.333416
Fifty Seven Third,465 S Mt Auburn Rd,102,Cape Girardeau,MO,63703,"465 S Mt Auburn Rd, Cape Girardeau, MO 63703",WHOLESALE,SILVER,C,,,(573) 979-3565,https://www.fiftyseventhird.com/,37.28945,-89.571559
Massage Envy - Chesterfield - 15-0064,1694 Clarkson Road,,Chesterfield,MO,63017,"1694 Clarkson Road, Chesterfield, Mo 63017",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.643063,-90.565272
Restore Hyper Wellness - Chesterfield (MO001),1691 Clarkson Rd,,Chesterfield,MO,63017,"1691 Clarkson Rd, Chesterfield, MO 63017",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(636) 536-9516,,38.644683,-90.566764
Massage Envy - Clayton - 15-0046,8251 Maryland Ave,,Clayton,MO,63105,"8251 Maryland Ave, Clayton, MO 63105",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.653054,-90.345074
The Shine Spa,7729 Clayton Rd,,Clayton,MO,63117,"7729 Clayton Rd, Clayton, MO 63117",MEDICALSPA,NONE,E,,,,,38.637936,-90.337501
Massage Envy - Columbia - 15-0126,"2703 E. Broadway, Suite 131",,Columbia,MO,65201,"2703 E. Broadway, Suite 131, Columbia, MO 65201",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,38.947309,-92.296825
Massage Envy - Cottleville - 15-0057,6085 Mid Rivers Mall Dr,,Cottleville,MO,63304,"6085 Mid Rivers Mall Dr, Cottleville, Mo 63304",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,38.744759,-90.636781
Light Rx - St. Louis,12519-A Olive Blvd.,,Creve Coeur,MO,63141,"12519-A Olive Blvd., Creve Coeur, MO 63141",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,38.676897,-90.461073
Lucky Dawgs LLC DBA Jon Tomas,12320 Olive Blvd,,Creve Coeur,MO,63141,"12320 Olive Blvd, Creve Coeur, MO 63141",WHOLESALE,NONE,D,,,,,38.672841,-90.45641
Massage Envy - Creve Coeur - 15-0062,12528 H Olive Blvd,,Creve Coeur,MO,63141,"12528 H Olive Blvd, Creve Coeur, Mo 63141",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,38.675403,-90.464173
Evergreen Aesthetics & Wellness,643 Clinic Road,,Hannibal,MO,63401,"643 Clinic Road, Hannibal, MO 63401",DOCTOR,NONE,D,,,(573) 822-2982,,39.700275,-91.392375
The Society Medspa,2876 Seckman Rd,,Imperial,MO,63052,"2876 Seckman Rd, Imperial, MO 63052",MEDICALSPA,NONE,N,,,(314) 974-5725,,38.400595,-90.434705
Pause. Aesthetics and Hormones,"3130 E Jackson Blvd,. STE B",,Jackson,MO,63755,"3130 E Jackson Blvd,. STE B, Jackson, MO 63755",MEDICALSPA,GOLD,N,,,,,37.365471,-89.629687
Bella Capelli,502 Mulberry St,,Jefferson City,MO,65101,"502 Mulberry St, Jefferson City, MO 65101",WHOLESALE,NONE,C,,,,,38.577662,-92.17925
Derma-tech,2935 E 18th St,,Joplin,MO,64804,"2935 E 18th St, Joplin, MO 64804",WHOLESALE,NONE,U,,,,,37.071286,-94.478507
Aesthetic by Avery,3100 Gillham Plaza,#117,Kansas City,MO,64109,"3100 Gillham Plaza, Kansas City, MO 64109",WHOLESALE,NONE,D,,,,https://www.aestheticbyaverykc.com/,39.070613,-94.579229
Lauren's Aesthetics LLC,5901 NW 63rd Terrace,"Unit 100, Suite 103",Kansas City,MO,64151,"5901 NW 63rd Terrace, Kansas City, MO 64151",WHOLESALE,NONE,N,,,803467661,,39.20836,-94.648572
Massage Envy - Tom Watson Pkwy - 30-0463,6240 N Chatham Ave,,Kansas City,MO,64151,"6240 N Chatham Ave, Kansas City, Mo 64151",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,39.208986,-94.645055
Medical Skin Care,Amy Boyd,1421 W 47th St,Kansas City,MO,64112,"Amy Boyd, Kansas City, MO 64112",MEDICALSPA,NONE,U,,,,,39.17609,-94.590838
Restore Hyper Wellness + Cryotherapy (MO014),8528 NW Prairie View Rd.,G-270,Kansas City,MO,64153,"8528 NW Prairie View Rd., Kansas City, MO 64153",DOCTOR,NONE,D,Restore Hyper Wellness - Parent Account,11061787,(816) 301-6635,,39.249579,-94.661494
LIV Aesthetics & Wellness,618 SW 3rd St,Ste I,Lees Summit,MO,64063,"618 SW 3rd St, Lees Summit, MO 64063",MEDICALSPA,NONE,D,,,(816) 679-8125,,38.911498,-94.391257
Massage Envy - Lees Summit - 30-1335,1748 Northwest Chipman Rd,,Lees Summit,MO,64063,"1748 Northwest Chipman Rd, Lees Summit, MO 64063",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.928334,-94.408524
Massage Envy - Manchester - 15-0027,14523a Manchester Rd,,Manchester,MO,63011,"14523a Manchester Rd, Manchester, Mo 63011",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,38.59376,-90.522135
Dript,429 E Walnut St,,Nevada,MO,64772,"429 E Walnut St, Nevada, MO 64772",MEDICALSPA,NONE,D,,,,,37.839206,-94.351636
Massage Envy - O'Fallon,3062 Winghaven Blvd,,O'Fallon,MO,63368,"3062 Winghaven Blvd, O'Fallon, MO 63368",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,38.750053,-90.749197
Massage Envy - Oakville - 15-0063,5656 Telegraph Road,,Oakville,MO,63129,"5656 Telegraph Road, Oakville, MO 63129",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,38.466469,-90.303195
Elissa's at Benton Square,400 E 6th St,,Rolla,MO,65401,"400 E 6th St, Rolla, MO 65401",WHOLESALE,SILVER,C,,,,,37.94811,-91.767042
Massage Envy - Maplewood / Brentwood - 1,1740 S Brentwood Blvd,,Saint Louis,MO,63144,"1740 S Brentwood Blvd, Saint Louis, MO 63144",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,38.626159,-90.346473
Smithville Med Spa LLC,14781 N Fairview Dr,Ste E,Smithville,MO,64089,"14781 N Fairview Dr, Smithville, MO 64089",MEDICALSPA,NONE,E,,,,,39.360503,-94.581991
Massage Envy - Springfield - 30-0220,2155 West Republic Road,,Springfield,MO,65810,"2155 West Republic Road, Springfield, MO 65810",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,37.13918,-93.323192
KP Skin Studio,5291 Fifth St.,,St. Charles,MO,63304,"5291 Fifth St., St. Charles, MO 63304",MEDICALSPA,NONE,N,Just Glo Network,0012014256,,https://injectorkatie.glossgenius.com/,38.745015,-90.651999
InVita Health and Wellness,333 S Kirkwood Rd,Ste 103,St. Louis,MO,63122,"333 S Kirkwood Rd, St. Louis, MO 63122",MEDICALSPA,NONE,D,,,,,38.577934,-90.406996
Massage Envy - Webster Rock Hill - 15-13,9739 Manchester Rd.,,St. Louis,MO,63119,"9739 Manchester Rd., St. Louis, MO 63119",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,38.608123,-90.371507
Vitality Medical and Wellness Consulting,3009 N Ballas Rd,"Ste 215, Bldg B",St. Louis,MO,63131,"3009 N Ballas Rd, St. Louis, MO 63131",DOCTOR,NONE,U,,,,,38.63505,-90.448978
Massage Envy - Sunset Hills - 15-0118,3880 Lindbergh Blvd,Ste 301,Sunset Hills,MO,63127,"3880 Lindbergh Blvd, Sunset Hills, Mo 63127",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,38.547618,-90.403864
Massage Envy - Wildwood - 15-0291,2424 Taylor Rd,,Wildwood,MO,63040,"2424 Taylor Rd, Wildwood, Mo 63040",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,38.581422,-90.625617
"Lume Aesthetics, Llc",1190 Old Fannin Rd,Suite A,Brandon,MS,39047,"1190 Old Fannin Rd, Brandon, MS 39047",MEDICALSPA,NONE,N,,,(601) 597-8379,,32.37694,-90.044583
Grace Aesthetics,3203 Hwy 72 W,,Corinth,MS,38834,"3203 HWY 72 W, Corinth, MS 38834",WHOLESALE,NONE,N,,,,https://gaesthetics.glossgenius.com/,34.930662,-88.556947
Massage Envy - Diberville - 41-0987,3920 H Promenade Pkwy,Ste H,Diberville,MS,39540,"3920 H Promenade Pkwy, Diberville, Ms 39540",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,30.457261,-88.903001
Massage Envy - Flowood - 27-0835,149 Market St,,Flowood,MS,39232,"149 Market St, Flowood, Ms 39232",MECLASS,NONE,B,Massage Envy Franchising,11041861,,,32.336931,-90.066695
"Joseph Terracina, M.d.",2525 Hwy 1 S,Ste A,Greenville,MS,38701,"2525 HWY 1 S, Greenville, MS 38701",DOCTOR,NONE,D,,,,,33.34958,-91.043234
Massage Envy - Gulfport - 41-1172,15256 Crossroads Pkwy.,,Gulfport,MS,39503,"15256 Crossroads Pkwy., Gulfport, Ms 39503",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,30.437745,-89.094282
Massage Envy - Hattiesburg - 27-0837,"6169 US Highway 98, Ste. 40",,Hattiesburg,MS,39402,"6169 US Highway 98, Ste. 40, Hattiesburg, MS 39402",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,31.321772,-89.38804
Massage Envy - Maywood - 27-0836,1220 Northside Dr,,Jackson,MS,39211,"1220 Northside Dr, Jackson, Ms 39211",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,32.356261,-90.149885
The Skin District,Attn: Lisa Gary,2629 Courthouse Cir Ste B,Jackson,MS,39232,"ATTN: LISA GARY, Jackson, MS 39232",DOCTOR,NONE,E,,,,,32.327156,-90.113312
Massage Envy - Madison Ms - 27-0984,111 Colony Crossing Way,,Madison,MS,39110,"111 Colony Crossing Way, Madison, MS 39110",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,32.457911,-90.110097
Radiant Aesthetics by Tessa,1056 Hwy 98/51,Ste A,McComb,MS,39648,"1056 Hwy 98/51, McComb, MS 39648",MEDICALSPA,NONE,E,,,,,31.229632,-90.453434
Pampered Bodies Day Spa,2303 13th St,,Meridian,MS,39301,"2303 13th St, Meridian, MS 39301",DOCTOR,NONE,U,,,,,32.369628,-88.701842
Revive Wellness + Aesthetics,100 Russell Street,Unit 19,Starkville,MS,39759,"100 Russell Street, Starkville, MS 39759",MEDICALSPA,SILVER,N,,,(662) 617-7885,https://reviveclinicsofms.com/,33.462327,-88.8092
Massage Envy - Billings - 28-1162,1595 Grand Ave Suite 215,,Billings,MT,59102,"1595 Grand Ave Suite 215, Billings, Mt 59102",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,45.786255,-108.556835
Restore Hyper Wellness -Billings-MT002,1008 Shiloh Crossing Blvd,Suite 1,Billings,MT,59102,"1008 Shiloh Crossing Blvd, Billings, MT 59102",DOCTOR,NONE,D,Restore Hyper Wellness - Parent Account,11061787,(406) 894-9798,https://www.restore.com/,45.751125,-108.616437
AM Beauty & Aesthetics,1195 Stoneridge Dr Ste 5,,Bozeman,MT,59718,"1195 Stoneridge Dr Ste 5, Bozeman, MT 59718",MEDICALSPA,NONE,D,,,(406) 660-1624,https://www.ambaesthetics.com/,45.691469,-111.063478
Restore Hyper Wellness -Bozeman-MT001,1040 S. Fowler Avenue,Unit 205,Bozeman,MT,59718,"1040 S. Fowler Avenue, Bozeman, MT 59718",DOCTOR,NONE,D,Restore Hyper Wellness - Parent Account,11061787,(406) 451-0096,https://www.restore.com/,45.671331,-111.083411
Samantha Seidel Thompson,2135 10th Ave,,Havre,MT,59501,"2135 10th Ave, Havre, MT 59501",MEDICALSPA,NONE,U,,,,,48.532226,-109.670171
Skin Bliss Med Spa,1336 Helena Ave,,Helena,MT,59601,"1336 Helena Ave, Helena, MT 59601",MEDICALSPA,NONE,E,,,(406) 465-2000,https://www.skinblissmedspa.com/,46.59954,-112.017141
Doctor Mama Beauty LLC,455 Cascade Loop,,Kalispell,MT,59901,"455 Cascade Loop, Kalispell, MT 59901",DOCTOR,NONE,N,,,(732) 742-1204,,48.252171,-114.327505
Massage Envy - Missoula - 28-1116,935 Sw Higgins,,Missoula,MT,59803,"935 Sw Higgins, Missoula, Mt 59803",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,46.834971,-114.0128
Peak Wellness Spa,5000 Blue Mountain Rd,,Missoula,MT,59801,"5000 Blue Mountain Rd, Missoula, MT 59801",MEDICALSPA,NONE,N,,,(406) 546-4666,,46.824281,-114.077789
Refined Skin Body Mind,401 S orange St.,Unit A,Missoula,MT,59801,"401 S orange St., Missoula, MT 59801",WHOLESALE,NONE,N,,,(406) 396-2410,https://www.myskinrefined.com/missoula-facial-treatments,46.867685,-114.003826
Massage Envy - Apex Beaver Creek - 24-04,1473 Beaver Creek Commons Dr,,Apex,NC,27502,"1473 Beaver Creek Commons Dr, Apex, Nc 27502",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.744789,-78.884052
Massage Envy - Asheville South - 24-0894,1863 Hendersonville Road Ste 100,,Asheville,NC,28803,"1863 Hendersonville Road Ste 100, Asheville, Nc 28803",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.501526,-82.524383
Redefine Medical Spa,895 State Farm Road,Suite 402,Boone,NC,28607,"895 State Farm Road, Boone, NC 28607",MEDICALSPA,NONE,D,,,(657) 505-2552,,36.203239,-81.656337
Massage Envy - Burlington Nc - 24-0964,1469 University Drive,,Burlington,NC,27215,"1469 University Drive, Burlington, NC 27215",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,36.065827,-79.520954
Face First Aesthetics and Acne Clinic,703 St Joseph St,Unit 101,Carolina Beach,NC,28428,"703 St Joseph St, Carolina Beach, NC 28428",MEDICALSPA,NONE,D,,,(910) 877-8559,,34.039398,-77.894078
Massage Envy - Cary Kildaire - 24-0479,1385 Kildaire Farm Road,,Cary,NC,27510,"1385 Kildaire Farm Road, Cary, NC 27510",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.759265,-78.781452
Massage Envy - Chapel Hill - 24-0569,1800 E Franklin St,,Chapel Hill,NC,27514,"1800 E Franklin St, Chapel Hill, NC 27514",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,35.936066,-79.025181
Izar Wellness Medical Spa,6324 Fairview Rd,Ste 204,Charlotte,NC,28210,"6324 Fairview Rd, Charlotte, NC 28210",MEDICALSPA,NONE,D,,,,,35.149165,-80.835833
Light Rx - Charlotte,4810-C Ashley Park Ln.,,Charlotte,NC,28210,"4810-C Ashley Park Ln., Charlotte, NC 28210",MEDICALSPA,NONE,U,"RVB Investment Group, LLC",11049140,,,35.146568,-80.830253
MASSAGE ENVY - Rea Farms - 24-0167,9905 Sandy Rock Place,Suite B,Charlotte,NC,28277,"9905 Sandy Rock Place, Charlotte, NC 28277",MECLASS,NONE,C,Massage Envy Franchising,11041861,,,35.051833,-80.773675
Massage Envy - Arboretum Clt - 24-0168,8020 Providence Rd,Ste 100,Charlotte,NC,28277,"8020 Providence Rd, Charlotte, Nc 28277",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,35.098107,-80.780763
Massage Envy - Ballantyne - 24-0166,"14835 Ballantyne Village Way, Ste. 160",,Charlotte,NC,28277,"14835 Ballantyne Village Way, Ste. 160, Charlotte, NC 28277",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.053245,-80.850964
Massage Envy - Myers Park - 24-0423,2907 Providence Road,,Charlotte,NC,28211,"2907 Providence Road, Charlotte, Nc 28211",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.171283,-80.807505
Massage Envy - Northlake - 24-0570,9821 Northlake Centre Parkway,,Charlotte,NC,28216,"9821 Northlake Centre Parkway, Charlotte, Nc 28216",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,35.349026,-80.857628
Massage Envy - River Gate - 24-0356,"12840 Walker Branch Dr., Ste 300",,Charlotte,NC,28273,"12840 Walker Branch Dr., Ste 300, Charlotte, NC 28273",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.100529,-80.985208
Massage Envy - South Park - 24-0066,1730 East Woodlawn Road,,Charlotte,NC,28209,"1730 East Woodlawn Road, Charlotte, NC 28209",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.171736,-80.846997
Massage Envy - University - 24-0404,"2008 E. Arbor Drive, Ste 310",,Charlotte,NC,28262,"2008 E. Arbor Drive, Ste 310, Charlotte, NC 28262",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.337168,-80.75578
Restore Hyper Wellness - Rea Farms (NC006),9825 Sandy Rock Place,Ste E,Charlotte,NC,28277,"9825 Sandy Rock Place, Charlotte, NC 28277",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(980) 339-7469,,35.052844,-80.77355
Restore Hyper Wellness - Southpark (NC002),1711 Montford Dr.,,Charlotte,NC,28209,"1711 Montford Dr., Charlotte, NC 28209",DOCTOR,NONE,E,Restore Hyper Wellness - Parent Account,11061787,(980) 949-6948,,35.17107,-80.847929
SES Style LLC,5107 Piper Station DR C,,Charlotte,NC,28277,"5107 Piper Station DR C, Charlotte, NC 28277",WHOLESALE,NONE,U,,,(980) 867-1543,,35.06272,-80.81264
Skin Spirit - Charlotte,1041 Providence Rd,Suite 180,Charlotte,NC,28207,"1041 Providence Rd, Charlotte, NC 28207",MEDICALSPA,NONE,E,SkinSpirit National Account,11038393,,,35.194983,-80.825703
Tyme Day Spa,402 W. Trade St,Ste 102,Charlotte,NC,28202,"402 W. Trade St, Charlotte, NC 28202",WHOLESALE,NONE,U,,,,www.tymedayspa.com,35.229889,-80.84578
Massage Envy - Concord - 24-0494,6004 Bayfield Parkway,,Concord,NC,28027,"6004 Bayfield Parkway, Concord, Nc 28027",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,35.420119,-80.676754
RIOU Plastic Surgery,19615 Liverpool Pkwy,,Cornelius,NC,28031,"19615 Liverpool Pkwy, Cornelius, NC 28031",DOCTOR,NONE,E,,,,,35.481298,-80.87812
Massage Envy - Denver No. Carolina,7218 Highway 73,,Denver,NC,28037,"7218 Highway 73, Denver, NC 28037",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.446807,-81.003484
Massage Envy - Durham Erwin Mill - 24-07,"737 Ninth Street, Ste. 240",,Durham,NC,27705,"737 Ninth Street, Ste. 240, Durham, NC 27705",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,36.009782,-78.922548
Massage Envy - Southpoint - 24-0414,8202 Renaissance Parkway Unit 111,,Durham,NC,27713,"8202 Renaissance Parkway Unit 111, Durham, NC 27713",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,36.007462,-78.922566
Restore Hyper Wellness - Durham (NC016),737 9th St.,#250,Durham,NC,27705,"737 9th St., Durham, NC 27705",DOCTOR,NONE,U,Restore Hyper Wellness - Parent Account,11061787,(919) 251-8551,,36.009782,-78.922548
Cornerstone Family Practice,1536 Owen Park Lane,,Fayetteville,NC,28303,"1536 Owen Park Lane, Fayetteville, NC 28303",MEDICALSPA,NONE,U,,,,,35.040782,-78.93551
Massage Envy - Fayetteville - 24-0496,2043 Skibo Rd,,Fayetteville,NC,28314,"2043 Skibo Rd, Fayetteville, NC 28314",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.055116,-78.971532
Massage Envy - Fayetteville -Shoppers,at Ramsey Street,4251 Ramsey St,Fayetteville,NC,28311,"at Ramsey Street, Fayetteville, NC 28311",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.168001,-78.862597
Massage Envy - Gastonia - 24-0889,2290 E. Franklin Blvd.,,Gastonia,NC,28054,"2290 E. Franklin Blvd., Gastonia, Nc 28054",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.261997,-81.138432
Glow Aesthetics,1941 New Garden Rd,Ste 106,Greensboro,NC,27410,"1941 New Garden Rd, Greensboro, NC 27410",MEDICALSPA,SILVER,N,,,(336) 594-2724,,36.12731,-79.860618
Massage Envy - Greensboro - 24-0073,2619 Lawndale Dr,,Greensboro,NC,27408,"2619 Lawndale Dr, Greensboro, Nc 27408",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,36.102213,-79.820909
Massage Envy - Greenville - 24-1303,205 Se Greenville Blvd,,Greenville,NC,27858,"205 Se Greenville Blvd, Greenville, Nc 27858",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.580122,-77.37918
Massage Envy - Hickory - 24-0966,2262 Hwy 70 SE,,Hickory,NC,28602,"2262 Hwy 70 SE, Hickory, NC 28602",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.702511,-81.296312
Massage Envy - High Point - 24-0074,"1589 Skeet Club Rd., Ste. #137",,High Point,NC,27265,"1589 Skeet Club Rd., Ste. #137, High Point, NC 27265",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,36.032979,-79.968907
Massage Envy - Holly Springs - 24-0794,177 Grand Hill Pl,,Holly Springs,NC,27540,"177 Grand Hill Pl, Holly Springs, Nc 27540",MECLASS,NONE,A,Massage Envy Franchising,11041861,,,35.662045,-78.848107
Massage Envy - Huntersville - 24-0409,"16933 Kaufinger Street, STE 110 & 120",,Huntersville,NC,28078,"16933 Kaufinger Street, STE 110 & 120, Huntersville, NC 28078",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.442923,-80.857457
Massage Envy - Indian Trail - 24-1381,6431 Old Monroe Rd,Suite E-f,Indian Trail,NC,28079,"6431 Old Monroe Rd, Indian Trail, Nc 28079",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,35.050446,-80.646632
Massage Envy - Jacksonville - 24-1013,3494 Western Blvd.,,Jacksonville,NC,28546,"3494 Western Blvd., Jacksonville, NC 28546",MECLASS,NONE,U,Massage Envy Franchising,11041861,,,34.79604,-77.409636
Olivia Hall Esthetics,110 Harmon Ln,#a,Kernersville,NC,27284,"110 Harmon Ln, KERNERSVILLE, NC 27284",WHOLESALE,NONE,D,,,(336) 529-2695,,36.11765,-80.074653
"Nuvella Med Spa and Wellness, WJR Services",1047 Gaston St,,Lincolnton,NC,28092,"1047 Gaston St, Lincolnton, NC 28092",MEDICALSPA,NONE,U,,,,,35.477461,-81.216231
Massage Envy - Mooresville - 24-0469,591 J River Hwy,,Mooresville,NC,28117,"591 J River Hwy, Mooresville, Nc 28117",MECLASS,NONE,A,Massage Envy Franchising,11041861,,,35.593802,-80.87211
Massage Envy - Morrisville Park W. Villa,1001 Market Center Drive,Suite 30,Morrisville,NC,27560,"1001 Market Center Drive, Morrisville, NC 27560",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.807477,-78.814771
Massage Envy - Brier Creek - 24-0447,"8201 Brier Creek Parkway, STE 105",,Raleigh,NC,27617,"8201 Brier Creek Parkway, STE 105, Raleigh, NC 27617",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.908838,-78.784453
Massage Envy - Crabtree Valley,"3201 Edwards Mill Road, Ste. 143-145",,Raleigh,NC,27612,"3201 Edwards Mill Road, Ste. 143-145, Raleigh, NC 27612",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.826047,-78.706989
Massage Envy - Creedmoor & Strickland -,8357 Creedmoor Road,,Raleigh,NC,27612,"8357 Creedmoor Road, Raleigh, Nc 27612",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.901278,-78.68253
Massage Envy - Falls Of The Neuse - 24-0,"9660 Falls of the Neuse Road, STE 156",,Raleigh,NC,27615,"9660 Falls of the Neuse Road, STE 156, Raleigh, NC 27615",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.905619,-78.600285
Massage Envy - North Hills - 24-0749,"141 Park at North Hills St., STE 104",,Raleigh,NC,27609,"141 Park at North Hills St., STE 104, Raleigh, NC 27609",MECLASS,NONE,D,Massage Envy Franchising,11041861,,,35.83695,-78.637977
Massage Envy - Oberlin - 24-0737,"1028 Oberlin Road, STE 222",,Raleigh,NC,27605,"1028 Oberlin Road, STE 222, Raleigh, NC 27605",MECLASS,NONE,E,Massage Envy Franchising,11041861,,,35.798142,-78.659136
